"S1.bam" "S10.bam" "S11.bam" "S12.bam" "S2.bam" "S3.bam" "S4.bam" "S5.bam" "S6.bam" "S7.bam" "S8.bam" "S9.bam"
"ATP-binding protein_2" 1291 1533 1112 1403 1121 1692 1470 1061 1766 1083 1693 1909
"MoxR family ATPase_1" 1709 2513 2095 3401 1329 1955 1788 1542 1893 1304 1892 2521
"ATP-binding protein_3" 439 470 293 366 460 631 567 441 626 357 556 590
"hypothetical protein_63" 150 399 208 318 173 222 196 188 279 151 271 350
"DUF1285 domain-containing protein" 488 595 428 772 304 469 376 291 405 277 423 515
"helix-turn-helix domain-containing protein_6" 77 365 236 284 185 206 305 204 317 194 301 382
"hypothetical protein_64" 1154 3103 2223 2281 1668 2181 3008 2037 2957 1940 2898 4099
"amidohydrolase_1" 101 570 434 306 152 253 230 187 281 113 162 258
"TIM barrel protein" 581 409 336 409 700 1024 1231 1048 1186 235 294 365
"apolipoprotein N-acyltransferase_1" 40 134 76 49 104 140 118 86 130 61 69 110
"DUF2798 domain-containing protein" 203 207 126 260 171 255 206 200 276 146 155 252
"pyridoxal-phosphate dependent enzyme_1" 164 691 515 620 161 260 203 231 269 148 141 327
"DNA polymerase I" 2940 3717 2838 3467 3388 4929 4157 3943 5044 2541 3140 4802
"telomere resolvase" 1147 1190 839 1254 803 1325 1167 856 1135 882 1178 1447
"Lrp/AsnC family transcriptional regulator_2" 321 173 86 169 167 237 237 162 276 120 145 194
"lytic murein transglycosylase_2" 1012 604 480 606 1414 1839 945 858 1069 770 1074 1507
"single-stranded DNA-binding protein_1" 262 2177 1577 1454 724 1084 1105 755 1012 732 882 1426
"NAD(P)H-binding protein_1" 4633 3086 2445 2094 8791 11016 4087 4148 4793 7405 9209 14954
"adenosylcobalamin-dependent ribonucleoside-diphosphate reductase_1" 485 824 777 1062 462 688 582 501 606 590 677 719
"EAL domain-containing protein_1" 1177 1357 1081 1344 1240 1683 2066 1937 2373 704 846 1483
"phenylacetic acid degradation bifunctional protein PaaZ_1" 24277 12710 9504 10631 24922 32829 11828 12639 13907 26829 35197 53407
"zinc-finger domain-containing protein" 108 221 103 92 163 227 131 135 248 137 208 223
"ABC transporter ATP-binding protein_4" 129 86 82 165 106 194 146 88 162 78 134 136
"replicative DNA helicase_1" 520 655 525 386 696 985 934 786 1078 395 612 911
"flavoprotein" 18379 7946 6658 7940 19235 26591 10706 11143 11466 20529 25262 41850
"hypothetical protein_65" 275 210 172 152 315 464 287 354 465 158 206 306
"hypothetical protein_66" 1155 569 470 635 1284 1841 634 711 850 1155 1533 2421
"DUF6478 family protein" 419 553 397 491 562 813 716 596 813 283 412 680
"hypothetical protein_67" 932 1881 1325 1585 1427 1882 1784 1589 2113 1414 1905 2689
"hypothetical protein_68" 2773 1716 1496 2127 3569 5297 2498 2261 2625 3198 4423 6482
"DUF192 domain-containing protein_1" 63 91 81 137 33 60 49 40 60 37 35 40
"hypothetical protein_69" 1198 1055 659 949 1153 1630 1078 1288 1862 543 705 1174
"DUF2513 domain-containing protein" 62 280 169 199 72 112 120 71 125 77 79 133
"vanadium-dependent haloperoxidase" 37611 30177 25689 39512 51905 69849 36633 40476 42685 45171 60033 80612
"LuxR C-terminal-related transcriptional regulator_2" 21 100 47 41 24 34 40 35 46 21 20 32
"hypothetical protein_70" 24 78 49 58 35 55 46 51 52 16 23 34
"cyclic nucleotide-binding domain-containing protein_1" 1066 1234 965 1271 945 1328 1096 822 1343 1478 2089 2446
"hypothetical protein_71" 70 112 74 73 98 116 108 92 163 61 58 92
"anion permease" 15411 1239 820 1100 18136 24426 2455 2366 2797 26769 33269 56071
"hypothetical protein_72" 862 2245 1919 1666 1783 2494 1998 2064 2737 1210 1772 2520
"tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO" 6762 12521 8435 8427 9822 12515 8570 9230 12199 7866 9498 18238
"hypothetical protein_73" 962 3495 2466 2874 1553 2133 1561 1724 2228 1410 1907 2442
"CPBP family intramembrane metalloprotease" 309 165 134 181 194 296 270 149 239 204 301 339
"ABC transporter substrate-binding protein_6" 11352 19177 14474 16581 15225 20454 14830 13896 18051 15063 17259 28509
"acetyl-CoA carboxylase%2C carboxyltransferase subunit beta" 4507 5674 3926 4974 3668 5526 4243 3881 5839 4158 5976 8214
"ABC transporter permease_5" 4925 4677 3407 4152 4362 5568 4484 3550 4861 3242 4014 6663
"bifunctional folylpolyglutamate synthase/dihydrofolate synthase" 735 600 426 603 595 908 725 661 941 472 748 963
"hypothetical protein_74" 274 435 270 145 340 509 456 453 638 186 314 423
"hypothetical protein_75" 377 882 566 447 487 595 561 510 765 350 487 713
"hypothetical protein_76" 231 663 449 347 373 563 522 415 636 297 395 594
"AFG1 family ATPase" 319 444 323 307 388 612 512 407 551 239 304 440
"ATP-binding cassette domain-containing protein_4" 1959 3410 2527 2568 3148 4197 3212 2611 3515 2087 2745 4357
"hypothetical protein_77" 254 583 407 337 342 412 480 403 527 191 353 516
"hypothetical protein_78" 46 100 50 28 81 77 84 113 137 44 77 71
"DUF4326 domain-containing protein" 131 152 96 86 121 138 201 177 213 67 87 124
"MFS transporter_4" 1852 7679 6422 6871 1612 2574 2303 2231 2144 1095 1276 1842
"hypothetical protein_79" 96 73 58 60 64 113 85 76 85 35 41 63
"gamma-glutamylcyclotransferase_1" 10295 12847 11734 16457 10276 14416 10962 9347 10170 10744 12883 20717
"hypothetical protein_80" 54 68 43 36 44 90 65 56 119 38 41 70
"M23 family metallopeptidase_2" 31151 34641 36587 39294 33234 49654 37912 30459 33073 32710 36051 53186
"DNA cytosine methyltransferase_1" 112 152 96 119 128 172 164 133 217 90 103 180
"NAD(P)-binding domain-containing protein" 551 734 638 652 570 884 654 622 841 409 557 764
"hypothetical protein_81" 14510 18298 16310 18969 18314 24842 15870 17035 18123 15734 20638 28053
"HAD family phosphatase_1" 328 518 420 798 397 619 455 496 599 388 429 580
"acyl-CoA/acyl-ACP dehydrogenase_1" 42704 49064 54754 97184 43968 65242 42346 43673 43726 48524 56137 76422
"hypothetical protein_82" 50 53 28 29 58 78 65 72 67 31 51 79
"DMT family transporter_2" 409 435 393 378 466 598 513 442 607 194 297 419
"acyl-CoA thioesterase_2" 9631 20947 15811 12025 18505 23124 14430 17194 18830 17843 22971 39063
"hypothetical protein_83" 42 24 18 29 16 33 25 19 49 33 28 30
"YaiI/YqxD family protein" 297 387 295 409 290 450 376 432 498 144 198 333
"prephenate dehydratase_1" 5037 12654 7977 7809 8540 11051 6022 6997 8902 8646 11320 18643
"DUF3768 domain-containing protein" 13 22 9 24 9 28 21 17 30 11 13 34
"Si-specific NAD(P)(+) transhydrogenase" 1460 2338 1901 3118 1385 2259 2025 1786 2438 1105 1260 2161
"hypothetical protein_84" 10 29 16 15 12 24 17 11 14 10 18 31
"glutathione S-transferase family protein_1" 10854 0 0 1 13220 18401 0 1 1 13875 16128 27237
"hypothetical protein_85" 17 25 15 30 9 29 29 11 20 8 14 13
"hypothetical protein_86" 7 15 9 2 10 9 8 3 6 4 5 20
"S-formylglutathione hydrolase" 691 1004 810 1743 605 1076 773 810 942 524 606 984
"LysR family transcriptional regulator_2" 3153 5732 4897 7943 3966 5558 8595 8148 9189 2816 3969 5630
"AEC family transporter_1" 218 97 94 61 185 292 301 223 323 79 160 173
"LysR family transcriptional regulator_3" 975 170 147 190 821 1642 848 720 1213 152 203 256
"ATP-binding cassette domain-containing protein_5" 2628 293 246 395 2415 3963 2560 2412 4124 116 163 230
"TetR/AcrR family transcriptional regulator_2" 188 447 245 290 181 246 194 231 256 182 293 397
"cytochrome c_1" 89 193 165 195 164 207 343 221 400 80 84 161
"ABC transporter ATP-binding protein_5" 2153 171 153 239 1704 2839 1994 1899 3246 60 103 134
"ArsR family transcriptional regulator" 232 300 204 161 222 318 255 234 282 113 220 271
"ABC transporter permease_6" 3235 415 300 409 3926 6683 5005 4748 7681 162 197 333
"DUF2794 domain-containing protein" 329 642 525 498 383 551 520 468 616 398 589 656
"C40 family peptidase" 357 463 336 327 413 573 529 512 571 297 392 542
"leucyl aminopeptidase family protein" 1145 1446 1115 1190 1347 1797 1630 1525 1998 996 1327 1979
"ABC transporter substrate-binding protein_7" 25559 1916 1381 2130 22243 36246 26662 28753 42377 958 1327 1891
"hypothetical protein_87" 794 852 595 1346 743 941 1303 1104 1531 471 586 864
"carbonic anhydrase" 1325 1563 1078 910 1233 1843 1465 1360 2027 1094 1363 1965
"calcium-binding protein_2" 585 1418 1348 1859 701 1480 1119 878 1256 662 665 978
"DUF3095 domain-containing protein" 706 1007 744 723 676 1062 766 723 1036 413 625 997
"DUF995 domain-containing protein" 2078 5270 3165 3736 1967 2916 2345 1917 3301 2440 2871 4425
"MFS transporter_5" 61 59 55 108 48 64 66 51 64 44 61 76
"hypothetical protein_88" 36 160 122 79 79 125 120 119 159 71 74 106
"aspartate-semialdehyde dehydrogenase" 4376 3089 2129 2594 3128 4714 3518 3423 5290 2890 3549 5494
"selenium-binding family protein_1" 373 2774 1959 2255 634 831 1228 1265 1643 1251 1794 2096
"hypothetical protein_89" 48 108 130 327 56 107 106 102 130 102 87 119
"DUF4139 domain-containing protein" 2452 1105 1012 1444 2358 3742 3849 3215 3843 974 1281 1751
"nuclear transport factor 2 family protein_1" 188 831 561 428 301 475 446 421 556 650 967 1038
"branched-chain amino acid ABC transporter permease_1" 282 362 310 387 276 483 537 424 643 261 333 491
"ester cyclase_1" 245 1906 1209 897 337 483 207 154 209 2800 4503 4967
"ABC transporter ATP-binding protein_6" 364 446 411 609 334 495 676 559 795 284 365 542
"extracellular solute-binding protein_1" 855 3236 2003 2285 872 1175 768 792 1040 5722 8830 9872
"sugar ABC transporter permease_3" 278 1167 795 482 445 657 548 550 788 1129 1508 2108
"substrate-binding domain-containing protein_1" 1326 1762 1404 2289 1524 2235 2957 2900 4093 1542 2050 3087
"carbohydrate ABC transporter permease_2" 209 462 333 202 243 385 429 351 436 508 684 919
"HpcH/HpaI aldolase/citrate lyase family protein" 471 703 506 454 556 734 696 662 840 442 561 825
"ester cyclase_2" 358 847 597 389 459 765 658 616 795 1159 1321 2153
"LacI family DNA-binding transcriptional regulator_1" 235 851 772 581 393 623 1146 961 1414 491 603 842
"pyridoxal-dependent decarboxylase_1" 214 247 258 395 189 270 261 204 256 176 205 280
"hypothetical protein_90" 69 140 106 114 108 154 156 113 176 95 123 159
"homoprotocatechuate degradation operon regulator HpaR" 259 443 293 237 299 472 479 382 510 222 387 419
"sodium:alanine symporter family protein_2" 3245 4938 3783 4487 3356 4837 3952 3438 4406 3178 4541 5696
"DUF4147 domain-containing protein" 312 828 585 739 363 580 498 439 574 354 539 796
"sulfatase-like hydrolase/transferase_1" 374 2059 1353 1277 592 895 915 766 987 876 1137 1664
"hypothetical protein_91" 22 35 23 30 24 28 25 28 31 15 22 22
"DeoR/GlpR family DNA-binding transcription regulator_1" 200 1016 667 707 243 404 428 320 406 572 852 1005
"IclR family transcriptional regulator_2" 173 759 782 1834 134 176 180 180 246 824 1703 1396
"Na/Pi cotransporter family protein" 215 492 313 435 194 271 333 216 291 426 659 811
"zinc-binding dehydrogenase" 110 572 512 1162 139 166 133 154 139 735 1515 1179
"FAD binding domain-containing protein" 91 364 302 760 82 119 109 91 121 459 936 709
"DMT family transporter_3" 193 183 194 247 116 213 214 173 249 193 350 370
"extracellular solute-binding protein_2" 4165 6515 4614 4698 4999 6608 6334 6342 7214 3073 4289 6209
"ABC transporter ATP-binding protein_7" 205 132 105 234 231 348 312 282 317 148 218 306
"tripartite tricarboxylate transporter substrate binding protein_2" 118 466 381 465 197 258 222 181 219 850 1500 1443
"ABC transporter permease_7" 587 549 422 518 750 1078 942 782 967 455 583 832
"tripartite tricarboxylate transporter TctB family protein_2" 21 73 56 78 21 45 27 24 27 121 227 174
"tripartite tricarboxylate transporter permease_2" 48 141 148 165 69 93 80 81 106 259 381 377
"glycosyltransferase_5" 1032 5107 4111 4253 1454 2281 2282 1920 2980 1913 2207 3939
"thiamine pyrophosphate-dependent enzyme_1" 128 297 241 278 162 197 178 174 211 537 775 836
"NAD-dependent succinate-semialdehyde dehydrogenase_2" 131 250 199 232 134 213 192 161 173 435 601 692
"DUF3131 domain-containing protein" 626 1733 1341 1492 783 1228 1464 1113 1558 606 821 1123
"dihydroxy-acid dehydratase_1" 107 209 178 261 125 203 153 159 206 325 456 606
"Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha_1" 558 643 556 1033 445 1001 680 443 575 892 1114 1236
"hypothetical protein_92" 59 138 89 49 73 125 109 90 149 77 72 150
"NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta_1" 777 636 851 2104 581 1395 757 474 595 949 1032 1179
"hypothetical protein_93" 89 174 81 86 118 185 155 106 181 98 108 199
"UDP-N-acetylglucosamine 1-carboxyvinyltransferase" 672 680 316 544 448 660 635 517 753 437 577 739
"BLUF domain-containing protein" 103 144 79 139 91 148 135 101 119 163 138 207
"XdhC family protein_1" 260 350 260 284 325 490 415 371 492 265 300 497
"DUF2948 family protein" 701 537 347 472 419 684 598 440 593 378 475 600
"GNAT family N-acetyltransferase_2" 185 86 78 88 146 206 212 155 205 72 104 132
"histidinol dehydrogenase_1" 2257 1241 768 1163 1451 2347 1860 1552 2291 891 1123 1824
"TetR family transcriptional regulator C-terminal domain-containing protein_1" 545 1066 667 303 992 1292 1160 1144 1447 608 720 1147
"adenosine deaminase" 134 122 88 97 135 181 168 124 171 74 76 95
"UPF0262 family protein" 937 907 669 963 858 1238 925 977 1226 511 680 1184
"low molecular weight phosphatase family protein" 272 288 219 133 325 486 479 274 538 148 209 284
"ABC transporter substrate-binding protein_8" 239 423 297 299 302 559 388 395 544 210 326 495
"nuclear transport factor 2 family protein_2" 308 249 169 215 231 409 303 294 407 142 174 258
"GNAT family N-acetyltransferase_3" 52 52 33 41 46 71 55 64 70 25 38 42
"carbon-nitrogen hydrolase family protein_1" 275 353 272 271 404 571 540 444 546 192 278 454
"ABC transporter permease_8" 70 177 140 156 112 192 128 119 191 85 101 166
"translation initiation factor IF-1" 343 1331 876 907 899 1539 1098 992 1716 802 1245 1623
"Maf family protein_1" 727 556 344 482 478 703 577 515 771 403 483 713
"ABC transporter permease_9" 56 80 72 55 95 106 112 98 139 58 95 81
"ribonuclease E/G" 845 623 407 598 533 843 661 602 876 437 624 911
"ABC transporter ATP-binding protein_8" 88 116 86 110 108 175 161 121 166 76 121 150
"DNA gyrase inhibitor YacG" 322 252 160 316 252 394 265 304 402 171 226 391
"ATP-binding cassette domain-containing protein_6" 349 242 196 294 312 402 372 351 502 188 227 302
"tyrosine-type recombinase/integrase_1" 605 641 534 613 771 1255 1031 883 1115 408 473 761
"VOC family protein_1" 201 271 165 98 294 336 383 355 411 137 203 313
"hypothetical protein_94" 8 8 10 7 18 39 38 21 25 5 12 23
"helix-turn-helix transcriptional regulator_3" 390 650 431 297 524 645 747 645 750 228 344 547
"DUF3299 domain-containing protein_2" 176 487 306 121 190 397 236 256 344 340 582 746
"hypothetical protein_95" 226 434 271 116 318 517 454 397 547 165 180 319
"ABC transporter permease_10" 428 382 288 340 487 593 539 529 790 757 1251 1512
"N-6 DNA methylase" 3265 3691 2610 3186 3651 5152 4571 3942 5456 1953 2706 4141
"ATP-binding cassette domain-containing protein_7" 255 151 122 116 182 317 261 250 351 365 513 634
"DUF2796 domain-containing protein" 213 269 171 104 280 447 336 401 476 696 1177 1434
"transcriptional repressor_1" 255 159 104 184 204 336 307 228 311 472 787 830
"glycosyltransferase family 2 protein_3" 591 1048 735 577 930 1299 1218 1204 1490 467 702 1021
"hypothetical protein_96" 782 678 512 505 805 1197 999 996 1365 362 536 837
"hypothetical protein_97" 692 887 634 656 898 1270 1101 1053 1507 471 566 1073
"helix-turn-helix domain-containing protein_7" 810 1095 657 453 1247 1826 1375 1458 2169 667 920 1559
"AraC family transcriptional regulator_1" 141 219 140 106 195 277 205 223 279 169 287 352
"helix-turn-helix domain-containing protein_8" 184 652 381 447 227 294 308 257 333 362 507 641
"acyl-CoA dehydrogenase_1" 736 443 284 539 533 853 653 544 708 465 619 830
"mercury transporter" 12 37 22 34 12 17 18 4 28 24 39 52
"hypothetical protein_98" 23 61 46 99 27 34 33 25 27 45 69 93
"hypothetical protein_99" 11 45 28 46 22 20 27 10 20 23 33 47
"mercury resistance system transport protein MerF" 9 31 24 29 13 19 21 11 26 19 26 15
"mercury(II) reductase" 88 136 85 177 55 110 88 60 109 94 137 191
"methylthioacryloyl-CoA hydratase" 420 277 178 296 407 647 444 441 538 339 392 609
"chloramphenicol phosphotransferase CPT family protein_1" 242 329 257 155 352 492 361 376 521 194 222 386
"PLP-dependent aminotransferase family protein_1" 223 199 184 203 310 430 394 299 413 231 294 376
"hypothetical protein_100" 27 59 57 28 89 94 94 76 109 43 64 96
"type IV secretion system protein_1" 25 50 29 44 31 52 36 23 66 26 34 59
"sarcosine oxidase subunit beta family protein_1" 23 84 60 58 53 52 40 50 60 33 26 60
"EexN family lipoprotein" 7 5 2 5 7 11 7 5 12 2 4 6
"type IV secretion system protein_2" 19 10 16 16 12 44 17 12 30 11 12 14
"hypothetical protein_101" 11 35 16 18 19 37 40 25 46 16 21 31
"sarcosine oxidase subunit delta_1" 2 22 27 19 10 16 7 8 7 10 4 8
"plasmid recombination protein" 21 28 21 16 18 23 18 18 29 17 17 25
"sarcosine oxidase subunit alpha family protein_1" 86 206 191 235 83 171 96 109 123 91 100 155
"helix-turn-helix domain-containing protein_9" 17 30 23 35 25 29 29 31 37 10 24 23
"hypothetical protein_102" 11 13 7 12 10 28 29 9 34 3 14 11
"sarcosine oxidase subunit gamma_1" 79 120 71 85 76 112 111 79 116 57 99 140
"helix-turn-helix domain-containing protein_10" 188 287 227 313 236 330 239 218 377 156 247 302
"PLP-dependent aminotransferase family protein_2" 103 740 506 494 167 194 176 174 226 598 844 978
"LysR family transcriptional regulator_4" 248 325 264 221 279 380 299 300 413 192 266 354
"aldehyde dehydrogenase family protein_4" 27 68 48 76 31 54 53 53 68 49 53 114
"catalase_2" 946 521 513 866 918 2069 2188 2008 2963 348 494 593
"dipeptidase_1" 36 39 36 46 32 31 22 41 44 27 38 49
"Y4yA family PLP-dependent enzyme" 1038 301 246 296 809 1346 1479 1461 2110 178 277 392
"BCCT family transporter_1" 103 132 102 115 90 132 105 102 144 80 126 173
"FAD/NAD(P)-binding protein_2" 909 235 216 382 913 1435 1853 1324 1921 167 285 391
"hypothetical protein_103" 135 570 394 492 156 225 188 132 175 234 235 360
"2%2C3-diaminopropionate biosynthesis protein SbnA" 749 340 237 364 803 1250 1308 1178 1672 171 305 482
"DUF3726 domain-containing protein" 51 111 96 191 35 59 33 38 39 44 53 103
"Ldh family oxidoreductase" 230 501 317 548 226 340 235 196 356 209 252 446
"DUF998 domain-containing protein_1" 1380 565 477 566 1206 1842 2475 1574 2584 314 562 899
"FAD-dependent oxidoreductase_1" 62 139 103 117 78 100 124 87 120 79 95 123
"PRC-barrel domain-containing protein_2" 7630 4387 4001 5269 6898 12286 13872 12427 19060 1977 3590 4580
